name,category,city,address,website,email,phone,reviews_rating,num_reviews,description,schedule,auxiliar(borrar)
The Black Room,Club nocturno,Barcelona,"Rambla de Catalunya, 4, Eixample, 08007 Barcelona",facebook.com,NO_EMAIL,NO_PHONE,3.4,55,NOT_FOUND,"[{'day': 'viernes', 'hours': '9:00–17:00'}, {'day': 'sábado', 'hours': '9:00–17:00'}, {'day': 'domingo', 'hours': '9:00–17:00'}, {'day': 'lunes', 'hours': '9:00–17:00'}, {'day': 'martes', 'hours': '9:00–17:00'}, {'day': 'miércoles', 'hours': '9:00–17:00'}, {'day': 'jueves', 'hours': '9:00–17:00'}]",NOT_FOUND
Sala Imperator,Discoteca,NO_CITY,"Carrer de Còrsega, 327, Bajos, Gracia, 08037 Barcelona",NO_WEBSITE,,NO_PHONE,3.4,47,NOT_FOUND,"[{'day': 'viernes', 'hours': 'Cerrado'}, {'day': 'sábado', 'hours': '18:30–22:00'}, {'day': 'domingo', 'hours': '18:30–24:00'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': '18:30–24:00'}, {'day': 'jueves', 'hours': 'Cerrado'}]",NOT_FOUND
Bar Terraza,Lounge,NO_CITY,"Carrer del Molí, 23, 08906 L'Hospitalet de Llobregat, Barcelona",NO_WEBSITE,,NO_PHONE,4.6,47,NOT_FOUND,"[{'day': 'lunes', 'hours': '8:30–23:30'}, {'day': 'martes', 'hours': '8:30–23:30'}, {'day': 'miércoles', 'hours': '8:30–23:30'}, {'day': 'jueves', 'hours': 'Cerrado'}, {'day': 'viernes', 'hours': '8:30–23:30'}, {'day': 'sábado', 'hours': '8:30–23:30'}, {'day': 'domingo', 'hours': '9:00–23:30'}]",NOT_FOUND
Sala B Barcelona,Discoteca,Barcelona,"C/ de Muntaner, 244, Sarrià-Sant Gervasi, 08021 Barcelona",luzdegas.com,comunicacio@luzdegas.com,932097711,2.7,46,NOT_FOUND,"[{'day': 'viernes', 'hours': '0:00–5:0023:59–24:00'}, {'day': 'sábado', 'hours': '0:00–6:0023:59–24:00'}, {'day': 'domingo', 'hours': '0:00–6:00'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': '23:00–24:00'}]",NOT_FOUND
Bar Restaurante la Cabaña Y Club Don Royal,Club nocturno,NO_CITY,"Carrer de Béjar, 51, Sants-Montjuïc, 08014 Barcelona",NO_WEBSITE,,NO_PHONE,3.9,43,NOT_FOUND,NOT_FOUND,NOT_FOUND
Bar Salvador,Lounge,NO_CITY,"Plaça del Repartidor, 08901 Hospitalet de Llobregat (L'), Barcelona",NO_WEBSITE,,NO_PHONE,3.2,40,NOT_FOUND,"[{'day': 'lunes', 'hours': '7:00–24:00'}, {'day': 'martes', 'hours': '7:00–24:00'}, {'day': 'miércoles', 'hours': '7:00–24:00'}, {'day': 'jueves', 'hours': '7:00–24:00'}, {'day': 'viernes', 'hours': '7:00–24:00'}, {'day': 'sábado', 'hours': '7:00–24:00'}, {'day': 'domingo', 'hours': '7:00–24:00'}]",NOT_FOUND
Icon Club Barcelona,Discoteca,Barcelona,"Carrer de Felip II, 25, Sant Andreu, 08027 Barcelona",instagram.com,NO_EMAIL,675585159,3.4,38,NOT_FOUND,"[{'day': 'viernes', 'hours': '0:00–5:0023:55–24:00'}, {'day': 'sábado', 'hours': '0:00–6:0023:55–24:00'}, {'day': 'domingo', 'hours': '0:00–6:0023:55–24:00'}, {'day': 'lunes', 'hours': '0:00–5:00'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': '23:55–24:00'}]",Reclamar esta empresa
Lounge Barcelona,Club nocturno,Barcelona,"Carrer de Còrsega, 257, L'Eixample, 08036 Barcelona",loungebarcelona.com,NO_EMAIL,637148339,4.6,38,NOT_FOUND,"[{'day': 'viernes', 'hours': 'Abierto 24 horas'}, {'day': 'sábado', 'hours': 'Abierto 24 horas'}, {'day': 'domingo', 'hours': 'Abierto 24 horas'}, {'day': 'lunes', 'hours': 'Abierto 24 horas'}, {'day': 'martes', 'hours': 'Abierto 24 horas'}, {'day': 'miércoles', 'hours': 'Abierto 24 horas'}, {'day': 'jueves', 'hours': 'Abierto 24 horas'}]",Amigable con la comunidad LGTBI+
Vertigo Club,Discoteca,NO_CITY,"Carrer de Còrsega, 327, Gràcia, 08037 Barcelona",instagram.com,NO_EMAIL,NO_PHONE,3.7,38,NOT_FOUND,"[{'day': 'viernes', 'hours': '0:00–6:00'}, {'day': 'sábado', 'hours': 'Cerrado'}, {'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': 'Cerrado'}]",NOT_FOUND
Bar Restaurant Xuclet,Bar,NO_CITY,"Carrer de Ventalló, 37, Gràcia, 08025 Barcelona",NO_WEBSITE,,NO_PHONE,3.8,36,NOT_FOUND,"[{'day': 'viernes', 'hours': '8:00–21:00'}, {'day': 'sábado', 'hours': '8:00–21:00'}, {'day': 'domingo', 'hours': '9:00–20:00'}, {'day': 'lunes', 'hours': '8:00–21:00'}, {'day': 'martes', 'hours': '8:00–21:00'}, {'day': 'miércoles', 'hours': '8:00–21:00'}, {'day': 'jueves', 'hours': '8:00–21:00'}]",NOT_FOUND
Bar Edelweiss,Lounge,NO_CITY,"Carrer de Pau Claris, 107, L'Eixample, 08009 Barcelona",NO_WEBSITE,,NO_PHONE,3.9,35,NOT_FOUND,"[{'day': 'viernes', 'hours': '7:00–20:00'}, {'day': 'sábado', 'hours': 'Cerrado'}, {'day': 'domingo', 'hours': '8:00–20:00'}, {'day': 'lunes', 'hours': '7:00–20:00'}, {'day': 'martes', 'hours': '7:00–20:00'}, {'day': 'miércoles', 'hours': '7:00–20:00'}, {'day': 'jueves', 'hours': '7:00–20:00'}]",NOT_FOUND
Sala Club Renfe,Lounge,NO_CITY,Se encuentra en: Barcelona-Sants,"Pl. dels Països Catalans, s/n, Sants-Montjuïc, 08014 Barcelona",NO_EMAIL,NO_PHONE,3.4,34,NOT_FOUND,"[{'day': 'viernes', 'hours': '5:30–22:00'}, {'day': 'sábado', 'hours': '5:30–22:00'}, {'day': 'domingo', 'hours': '6:30–22:00'}, {'day': 'lunes', 'hours': '5:30–22:00'}, {'day': 'martes', 'hours': '5:30–22:00'}, {'day': 'miércoles', 'hours': '5:30–22:00'}, {'day': 'jueves', 'hours': '5:30–22:00'}]",NOT_FOUND
LOUNGE LA LIBERTAD 2,Lounge,NO_CITY,"Carrer de Diògenes, 19, 08905 L'Hospitalet de Llobregat, Barcelona",NO_WEBSITE,,NO_PHONE,4.7,31,NOT_FOUND,"[{'day': 'lunes', 'hours': '17:00–2:30'}, {'day': 'martes', 'hours': '17:00–2:30'}, {'day': 'miércoles', 'hours': '17:00–2:30'}, {'day': 'jueves', 'hours': '17:00–2:30'}, {'day': 'viernes', 'hours': '17:00–3:00'}, {'day': 'sábado', 'hours': '17:00–3:00'}, {'day': 'domingo', 'hours': '17:00–2:30'}]",NOT_FOUND
Pacheco,Lounge,NO_CITY,"Carrer Jardí, 7, 08905 L'Hospitalet de Llobregat, Barcelona",NO_WEBSITE,,NO_PHONE,4.1,27,NOT_FOUND,"[{'day': 'lunes', 'hours': '8:30–22:30'}, {'day': 'martes', 'hours': '8:30–22:30'}, {'day': 'miércoles', 'hours': '8:30–22:30'}, {'day': 'jueves', 'hours': '8:30–22:30'}, {'day': 'viernes', 'hours': '8:30–22:30'}, {'day': 'sábado', 'hours': '8:30–22:30'}, {'day': 'domingo', 'hours': '15:00–23:00'}]",NOT_FOUND
Plan B | Culture club,Asociación sociocultural,NO_CITY,"Carrer de l'Or, 25, Gràcia, 08012 Barcelona",NO_WEBSITE,,NO_PHONE,4.8,24,NOT_FOUND,"[{'day': 'viernes', 'hours': 'Abierto 24 horas'}, {'day': 'sábado', 'hours': 'Abierto 24 horas'}, {'day': 'domingo', 'hours': 'Abierto 24 horas'}, {'day': 'lunes', 'hours': 'Abierto 24 horas'}, {'day': 'martes', 'hours': 'Abierto 24 horas'}, {'day': 'miércoles', 'hours': 'Abierto 24 horas'}, {'day': 'jueves', 'hours': 'Abierto 24 horas'}]",NOT_FOUND
Matinée Barcelona Events,Empresa de organización de eventos,Barcelona,"Poble Espanyol de Montjuïc, Av. de Francesc Ferrer i Guàrdia, 13, Distrito de Sants-Montjuïc, 08038 Barcelona",matineegroup.com,NO_EMAIL,934530510,4.0,24,NOT_FOUND,NOT_FOUND,Reclamar esta empresa
Bar 1×2,Lounge,NO_CITY,"Carrer de les Mimoses, 21, 08905 L'Hospitalet de Llobregat, Barcelona",NO_WEBSITE,,NO_PHONE,4.0,22,NOT_FOUND,"[{'day': 'lunes', 'hours': '10:00–23:00'}, {'day': 'martes', 'hours': '10:00–23:00'}, {'day': 'miércoles', 'hours': '10:00–23:00'}, {'day': 'jueves', 'hours': '10:00–23:00'}, {'day': 'viernes', 'hours': '10:00–23:00'}, {'day': 'sábado', 'hours': '10:00–23:00'}, {'day': 'domingo', 'hours': '10:00–23:00'}]",NOT_FOUND
Agua de Luna,Discoteca,NO_CITY,"Carrer de Viladomat, 211, L'Eixample, 08029 Barcelona",aguadeluna.com,NO_EMAIL,NO_PHONE,3.7,21,"Concurrida discoteca de salsa, merengue, bachata y ritmos latinos con rueda cubana, mojitos y clases de baile.",NOT_FOUND,NOT_FOUND
Ramblas,Club nocturno,NO_CITY,"Carrer Daoiz i Velarde, 11-1, Sants-Montjuïc, 08028 Barcelona",NO_WEBSITE,,NO_PHONE,4.5,19,NOT_FOUND,NOT_FOUND,NOT_FOUND
Golden Heaven BCN,Club nocturno,Barcelona,"Carrer de Sagués, 11, Sarrià-Sant Gervasi, 08021 Barcelona",goldenheavenbcn.com,NO_EMAIL,619165436,5.0,18,NOT_FOUND,"[{'day': 'viernes', 'hours': '17:00–5:00'}, {'day': 'sábado', 'hours': '17:00–5:00'}, {'day': 'domingo', 'hours': '17:00–5:00'}, {'day': 'lunes', 'hours': '17:00–4:00'}, {'day': 'martes', 'hours': '17:00–4:00'}, {'day': 'miércoles', 'hours': '17:00–4:00'}, {'day': 'jueves', 'hours': '17:00–4:00'}]",NOT_FOUND
Barcelona NightCard Official Office,Empresa de organización de eventos,Barcelona,"Carrer de Mallorca, 369, L'Eixample, 08013 Barcelona",barcelonanightcard.com,NO_EMAIL,935111127,3.2,18,NOT_FOUND,"[{'day': 'viernes', 'hours': '10:00–20:00'}, {'day': 'sábado', 'hours': '10:00–16:00'}, {'day': 'domingo', 'hours': '11:00–17:00'}, {'day': 'lunes', 'hours': '10:00–20:00'}, {'day': 'martes', 'hours': '10:00–20:00'}, {'day': 'miércoles', 'hours': '10:00–20:00'}, {'day': 'jueves', 'hours': '10:00–20:00'}]","Se encuentra en: i-Barcelona Tourist Infopoint & Tickets, locker"
The PubCrawl Company BARCELONA,Atracción turística,Barcelona,"Carrer de Còrsega, 373, Gràcia, 08037 Barcelona",thepubcrawlcompany.com,NO_EMAIL,636415999,4.6,18,NOT_FOUND,"[{'day': 'viernes', 'hours': '22:00–3:00'}, {'day': 'sábado', 'hours': '22:00–3:00'}, {'day': 'domingo', 'hours': '22:00–3:00'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': '22:00–3:00'}, {'day': 'jueves', 'hours': '22:00–3:00'}]",Se encuentra en: Generator Hostel Barcelona
Apricots Camp Nou Escorts,Club nocturno,Barcelona,"Carrer d'Arizala, 74a, Les Corts, 08028 Barcelona",apricots.es,NO_EMAIL,677854136,4.7,17,NOT_FOUND,"[{'day': 'lunes', 'hours': 'Abierto 24 horas'}, {'day': 'martes', 'hours': 'Abierto 24 horas'}, {'day': 'miércoles', 'hours': 'Abierto 24 horas'}, {'day': 'jueves', 'hours': 'Abierto 24 horas'}, {'day': 'viernes', 'hours': 'Abierto 24 horas'}, {'day': 'sábado', 'hours': 'Abierto 24 horas'}, {'day': 'domingo', 'hours': 'Abierto 24 horas'}]",NOT_FOUND
Hellfire Metal Club,Club nocturno,NO_CITY,"Carrer de Violant d'Hongria Reina d'Aragó, 128, Sants-Montjuïc, 08028 Barcelona",NO_WEBSITE,,NO_PHONE,4.4,16,NOT_FOUND,"[{'day': 'viernes', 'hours': '0:00–6:00'}, {'day': 'sábado', 'hours': '0:00–6:00'}, {'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': 'Cerrado'}]",NOT_FOUND
POPair Party,Club nocturno,Barcelona,"Carrer de Tarragona, 141, Sants-Montjuïc, 08014 Barcelona",popairparty.com,NO_EMAIL,610857817,4.5,16,NOT_FOUND,"[{'day': 'viernes', 'hours': '0:30–6:00'}, {'day': 'sábado', 'hours': 'Cerrado'}, {'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': 'Cerrado'}]",Se encuentra en: Safari Disco Club Barcelona
Margaritas Xavi,Club nocturno,NO_CITY,"Carrer de Mèxic, 28, Sants-Montjuïc, 08004 Barcelona",NO_WEBSITE,,NO_PHONE,4.6,14,NOT_FOUND,NOT_FOUND,NOT_FOUND
Can Parats,Club nocturno,NO_CITY,"Travessera de les Corts, 165, Les Corts, 08028 Barcelona",NO_WEBSITE,,NO_PHONE,4.9,12,NOT_FOUND,"[{'day': 'viernes', 'hours': '20:00–1:00'}, {'day': 'sábado', 'hours': '20:00–1:00'}, {'day': 'domingo', 'hours': '20:00–1:00'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': '20:00–1:00'}, {'day': 'miércoles', 'hours': '20:00–1:00'}, {'day': 'jueves', 'hours': '20:00–1:00'}]",NOT_FOUND
DRIPMONDAY,Club nocturno,Barcelona,"Carrer de Balmes, 32, L'Eixample, 08007 Barcelona",noplans.net,NO_EMAIL,617744798,5.0,11,NOT_FOUND,"[{'day': 'viernes', 'hours': 'Cerrado'}, {'day': 'sábado', 'hours': 'Cerrado'}, {'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': '23:45–5:00'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': 'Cerrado'}]",Reclamar esta empresa
Bar Camarote,NOT_FOUND,NO_CITY,"Carrer de Menorca, 72, Sant Martí, 08020 Barcelona",NO_WEBSITE,,NO_PHONE,4.5,11,NOT_FOUND,NOT_FOUND,NOT_FOUND
Casa SOLER,Club nocturno,NO_CITY,"Carrer de Miquel Àngel, 19, Sants-Montjuïc, 08028 Barcelona",NO_WEBSITE,,NO_PHONE,4.2,10,NOT_FOUND,NOT_FOUND,NOT_FOUND
La Guarida de Gracia,Discoteca,NO_CITY,"Ramón Trias Fargas, 2, 08005, Carrer de Lincoln, 15, 08006 Barcelona",laguaridadegracia.com,NO_EMAIL,NO_PHONE,3.9,10,NOT_FOUND,NOT_FOUND,NOT_FOUND
The House of Lords,Club nocturno,NO_CITY,"Carrer de Mallorca, 184, L'Eixample, 08036 Barcelona",NO_WEBSITE,,NO_PHONE,4.8,9,NOT_FOUND,"[{'day': 'viernes', 'hours': 'Abierto 24 horas'}, {'day': 'sábado', 'hours': 'Abierto 24 horas'}, {'day': 'domingo', 'hours': 'Abierto 24 horas'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': 'Abierto 24 horas'}]",NOT_FOUND
El ANTRO,Bar,NO_CITY,"Carrer de Terra Baixa, 61, 08901 L'Hospitalet de Llobregat, Barcelona",NO_WEBSITE,,NO_PHONE,4.8,9,NOT_FOUND,"[{'day': 'lunes', 'hours': '9:00–23:00'}, {'day': 'martes', 'hours': '9:00–23:00'}, {'day': 'miércoles', 'hours': '9:00–23:00'}, {'day': 'jueves', 'hours': '9:00–23:00'}, {'day': 'viernes', 'hours': '9:00–23:00'}, {'day': 'sábado', 'hours': '9:00–23:00'}, {'day': 'domingo', 'hours': '9:00–23:00'}]",NOT_FOUND
Armonia,Bar,NO_CITY,"Carrer de la Maladeta, 15, 08950 Esplugues de Llobregat, Barcelona",NO_WEBSITE,,NO_PHONE,4.3,6,NOT_FOUND,"[{'day': 'lunes', 'hours': '7:00–21:00'}, {'day': 'martes', 'hours': '7:00–21:00'}, {'day': 'miércoles', 'hours': '7:00–21:00'}, {'day': 'jueves', 'hours': '7:00–21:00'}, {'day': 'viernes', 'hours': '7:00–21:00'}, {'day': 'sábado', 'hours': '7:00–21:00'}, {'day': 'domingo', 'hours': '7:00–21:00'}]",NOT_FOUND
Sweet Drinks,Club,Barcelona,"Carrer de Nàpols, 173, Local 1, Eixample, 08013 Barcelona",instagram.com,NO_EMAIL,631312567,5.0,6,NOT_FOUND,"[{'day': 'viernes', 'hours': '17:00–5:00'}, {'day': 'sábado', 'hours': '17:00–5:00'}, {'day': 'domingo', 'hours': '17:00–4:00'}, {'day': 'lunes', 'hours': '17:00–4:00'}, {'day': 'martes', 'hours': '17:00–4:00'}, {'day': 'miércoles', 'hours': '17:00–4:00'}, {'day': 'jueves', 'hours': '17:00–4:00'}]",NOT_FOUND
EVA Night Club,Bar de alterne,Barcelona,"Carrer de Marià Cubí, 90, Sarrià-Sant Gervasi, 08021 Barcelona",instagram.com,NO_EMAIL,660162652,5.0,5,NOT_FOUND,"[{'day': 'viernes', 'hours': '17:00–5:00'}, {'day': 'sábado', 'hours': '21:00–5:00'}, {'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': '17:00–23:30'}, {'day': 'martes', 'hours': '17:00–4:00'}, {'day': 'miércoles', 'hours': '17:00–4:00'}, {'day': 'jueves', 'hours': '17:00–4:00'}]",NOT_FOUND
La raspa,Bar musical,NO_CITY,"Carrer de Calvet, 23, Sarrià-Sant Gervasi, 08021 Barcelona",NO_WEBSITE,,NO_PHONE,4.2,5,NOT_FOUND,NOT_FOUND,NOT_FOUND
LA DISCO DE TU VIDA,Recinto para eventos,NO_CITY,"Carrer Dr. Santponç, 125, ESC E 1 2, San Andrés de Palomar, 08030 Barcelona",ladiscodetuvida.com,info@ladiscodetuvida.com,NO_PHONE,3.4,5,NOT_FOUND,NOT_FOUND,NOT_FOUND
Vz,NOT_FOUND,Barcelona,NOT_FOUND,"Av. de Sarrià, 44, Les Corts, 08029 Barcelona",NO_EMAIL,NO_PHONE,3.8,4,NOT_FOUND,NOT_FOUND,NOT_FOUND
GIN CLUB SCOTCH,Club nocturno,NO_CITY,"Carrer de Mallorca, 579, Sant Martí, 08026 Barcelona",NO_WEBSITE,,NO_PHONE,2.5,4,NOT_FOUND,"[{'day': 'viernes', 'hours': '21:00–5:00'}, {'day': 'sábado', 'hours': '21:00–5:00'}, {'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': '21:00–5:00'}, {'day': 'martes', 'hours': '21:00–5:00'}, {'day': 'miércoles', 'hours': '21:00–5:00'}, {'day': 'jueves', 'hours': '21:00–5:00'}]",NOT_FOUND
Beat Lab House & Techno,Organizador de eventos,Barcelona,"CLUB, Carrer de Mèxic, 7, M7, Distrito de Sants-Montjuïc, 08004 Barcelona",es.ra.co,NO_EMAIL,622742662,5.0,2,NOT_FOUND,"[{'day': 'viernes', 'hours': 'Cerrado'}, {'day': 'sábado', 'hours': 'Cerrado'}, {'day': 'domingo', 'hours': '23:45–5:00'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': 'Cerrado'}]",NOT_FOUND
Bóveda,NOT_FOUND,NO_CITY,"Carrer de Pallars, 97, Sant Martí, 08018 Barcelona",NO_WEBSITE,,NO_PHONE,5.0,2,NOT_FOUND,NOT_FOUND,NOT_FOUND
Art Gaudí Regal S.L,Bar de alterne,NO_CITY,"Carrer de Larrard, 44, Gràcia, 08024 Barcelona",NO_WEBSITE,,NO_PHONE,4.5,2,NOT_FOUND,NOT_FOUND,NOT_FOUND
Bar musical gotham,Bar,NO_CITY,"C Mas, 44, 08903 L'Hospitalet de Llobregat, Barcelona",NO_WEBSITE,,NO_PHONE,4.5,2,NOT_FOUND,NOT_FOUND,NOT_FOUND
GREENSTATION BCN,NOT_FOUND,NO_CITY,"Carrer del Consell de Cent, 597, Sant Martí, 08026 Barcelona",NO_WEBSITE,,NO_PHONE,5.0,1,NOT_FOUND,NOT_FOUND,NOT_FOUND
Nave La Pau,Club nocturno,NO_CITY,"Rambla de Prim, 263, Sant Martí, 08020 Barcelona",NO_WEBSITE,,NO_PHONE,5.0,1,NOT_FOUND,"[{'day': 'viernes', 'hours': 'Cerrado'}, {'day': 'sábado', 'hours': 'Abierto 24 horas'}, {'day': 'domingo', 'hours': 'Abierto 24 horas'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': 'Cerrado'}]",NOT_FOUND
Carolines,Club nocturno,Barcelona,NOT_FOUND,"Pl. del Diamant, Gràcia, 08012 Barcelona",NO_EMAIL,NO_PHONE,3.0,1,NOT_FOUND,NOT_FOUND,NOT_FOUND
Meduza Club,Discoteca,Barcelona,"Carrer del Taquígraf Serra, 18, Les Corts, 08029 Barcelona",meduzagirls.com,info@meduza.es,687039240,5.0,1,NOT_FOUND,"[{'day': 'viernes', 'hours': 'Abierto 24 horas'}, {'day': 'sábado', 'hours': 'Abierto 24 horas'}, {'day': 'domingo', 'hours': 'Abierto 24 horas'}, {'day': 'lunes', 'hours': 'Abierto 24 horas'}, {'day': 'martes', 'hours': 'Abierto 24 horas'}, {'day': 'miércoles', 'hours': 'Abierto 24 horas'}, {'day': 'jueves', 'hours': 'Abierto 24 horas'}]",NOT_FOUND
Bar Musical Punta Dulce 2,Bar musical,NO_CITY,"Carrer de la Renclusa, 32, 08905 L'Hospitalet de Llobregat, Barcelona",NO_WEBSITE,,NO_PHONE,5.0,1,NOT_FOUND,"[{'day': 'lunes', 'hours': '20:00–3:00'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': '20:00–3:00'}, {'day': 'jueves', 'hours': '20:00–3:00'}, {'day': 'viernes', 'hours': '20:00–3:00'}, {'day': 'sábado', 'hours': '20:00–3:00'}, {'day': 'domingo', 'hours': '20:00–3:00'}]",NOT_FOUND
